연번,제목,날짜,글 내용,댓글 내용
510,다클라 견적 부탁드립니다.,2024.06.22 11:02,CPU 7900 램은 64로 생각하고 있습니다. 그래픽은 전부 최하로 돌릴예정인데 로아 + 오딘2클라+ 레이븐 1클라 + 나메 1클라 돌릴 예정입니다. 여기서 로드나인도 1클라 (2클라 되면 2클라) 추가 할 예정입니다. 견적 부탁드리겠습니다. 감사합니다,금액대는 어느 정도까지 고려 중이실까요? || 안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 요청사항 고려하여 PC 견적 구성하였습니다 ^^ 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다.
511,3D 툴 사용 목적 컴퓨터 견적검토 부탁드립니다.,2024.06.22 10:53,견적 검토 한번 부탁드리겠습니다. 3D 툴 위주로 사용하려고 하는데요 예산은 300정도 생각하고있습니다. 이대로 괜찮을까요?,"메인보드의 경우 채급을 높여주시는게 좋습니다.. 추가적으로 아틱 360 수냉의 경우 다른 수냉쿨러에 비해 두껍고 라디에이터가 상단에 장착 하실 경우 케이스 유통사 확인이 필요합니다 . 랜쿨 216의 경우 서린씨앤아이 공식적으로 호환이 되는 제품이라 해당 제품 추천드립니다 . || 안녕하세요, 신뢰을 조립하는 컴퓨티파이 입니다! 고민 중이신 견적 확인하였습니다. 컴퓨터를 정말 좋아해서 모인 컴퓨티파이답게 내가 집에서 사용할 피씨 조립한다는 생각으로 하나씩 조립해가고 있습니다 고려 중이신 예산으로 사용 용도를 견적을 구성하였습니다. 고민 해보시구 언제든 카톡 주시면 친절하게 안내 드리겠습니다! 이미지 카테고리 상품명 수량 가격 합계 CPU AMD 라이젠9-5세대 7950X (라파엘) (멀티팩(정품)) 1 740,200원 740,200원"
512,삼성 G80SD에 맞출 견적 부탁드립니다,2024.06.22 10:51,"첫조립때 너무 고생해서 후원사를 통해 구입할 예정이구요. 와이프랑 새 컴퓨터 맞출려고 하는데 ""모니터 크고 화면 잘나오면 좋다""라고 하네요 그래서 모니터는 이번에 나온 삼성 G80SD 구입할 예정입니다. 와이프는 게임을 잘 안하니 기존 컴퓨터를 주고 제가 더 사양 높은걸 쓰려고 합니다. (생각만 해도 기분이 좋네요) 현재 3RSYS T700케이스를 쓰는 데스크탑이 있어서 가능한 같은 케이스 쓰려고 합니다. 컴퓨터1 금액: 200(+-50)정도로 모니터 사용에 너무 부족하지 않으면 됩니다 용도: 디아2, 롤, 피파, 플라이트 시뮬레이터 정도 합니다 컴퓨터2 와이프가 쓸 예정이라 모니터 활용에 부족하지 않게 하고 싶네요 만약 제대로 활용이 안된다면 업글도 괜찮습니다. 용도: 영상시청(넷플릭스, 유투브-여행, 동물, TV 등) 게임은 잘 안하네요 현재사양 MSI 지포스 RTX 3070 Ti 슈프림 라이젠5 버미어 5600X (멀티팩) ASUS TUF Gaming B550-Pro 대원CTS [삼성전자] 삼성 DDR4 8GB PC4-25600 SK hynix Gold P31 M.2 NVMe SSD 2280 500GB TLC 씨게이트 Barracuda HDD ST2000DM008 하드디스크 2TB FSP HYDRO G PRO 850W 80PLUS Gold Full Modular 3RSYS RC410 ARGB 3RSYS PF-12025 3RSYS T700 브리츠 BR-1000A2 LG 울트라기어 32GK850F 32인치 QHD",안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 회원님 예산 고려하여 PC 견적 구성하였습니다 ^^ 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다. || 안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 회원님 예산 고려하여 PC 견적 구성하였습니다 ^^ 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다.
513,견적한번 부탁드리겠습니다!,2024.06.22 10:49,CPU AMD 라이젠7-5세대 7800X3D 메인보드 [MSI] MAG B650M 박격포 WIFI 그래픽카드 이엠텍 지포스 RTX 4080 SUPER BLACK STORM OC D6X 16GB 파워 시소닉 NEW FOCUS GX-850 GOLD Full Modular ATX 3.0 램 샘숭 32gb X 2 어떤가요? 나머지 부품들은 원래 쓰던 기존걸로 쓰려고 하고 있습니다 ㅎ,안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 회원님 견적 구성 참고하여 PC 견적 구성하였습니다 ^^ 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다. || 안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 회원님 견적 구성 참고하여 PC 견적 구성하였습니다 ^^ 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다.
514,케이스 뒷면 조립 안됨,2024.06.22 10:44,"이번에 drx70, b650m pg lighting 조립중인데 뒷면 usb포트 덮개가 안닺히더라고요 사진처럼 뒤로 꽂히거나 혹은 저상태어서 돌리는 게 불가능한데 어떻게 해야 하나요 ㅜㅜ 2시간째 저것만 붙들고 있습니다 ㅜ",IO 쉴드를 먼저 장착하시고 조립하셔야합니다 || i/o 쉴드는 케이스 안쪽에서 장착합니다.
515,게이밍 화이트 pc 견적 문의드립니다,2024.06.22 10:36,"안녕하세요 게임용 화이트 pc를 구입하려고 작성해봤는데 전문가분들의 조언 부탁드립니다! 주로 롤과 스팀 게임을 하고 있고 견적은 250만원 내로 생각하고 있습니다. 그리고 PC가 너무 반짝거리는게 싫어서 빛이 안나는 부품으로 구성하고 싶어요. 주로 게임용으로 사용하나 가끔 포토샵이나 일러스트 작업을 할 수 있을 것 같은데, 이 경우 더 보완을 해야하는지 궁금합니다!",고려중이신 예산과 사용 용도를 기반으로 조립 서비스까지 포함하여 견적을 구성하였습니다. CPU쿨러의 경우 해당 제품의 경우 싱글 타워 공랭으로 확인됩니다! 듀얼타워 공랭쿨러로 구성하시는걸 추천드립니다 . 메모리의 경우 ADATA XPG DDR5-6000 CL30 LANCER RGB 화이트 패키지 (32GB(16Gx2)) 메모리가 하이닉스 IC 확정 칩셋이라 해당 모델 추천드려봅니다`~ || 안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 회원님 요청사항 고려하여 PC 견적 구성하였습니다. 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다.
516,i9 14900KF + 4090 작동 괜찮을까요?,2024.06.22 10:22,호환 괜찮을까요? 사용용도는 코인 관련입니다,안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 회원님 견적 참고하여 PC 견적 구성하였습니다 ^^ 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다. || 고려중이신 예산과 사용 용도를 기반으로 조립 서비스까지 포함하여 견적을 구성하였습니다. DDR5 메모리 기준 4장(풀뱅크) 장착시 클럭 저하현상이 있다보니 참고 부탁드립니다! 이미지 구분 상품명 할인가 판매가 수량 합계
517,4070s와 잘만p30 호환성체크,2024.06.22 10:15,글카랑 케이스 ’다나와 호환성‘ 부분에서 호환이 안 된다고 하큰데 다른 유튜브 영상이라던지 서칭을 해보면 저 조합으로 가능한 글이 보이더라구요 정확한 내용을 알고싶어 글 올립니다,"PCIe 3.0 기반인 P31 구성보단 성능 좋은 PCIe 4.0 기반인 WD BLACK SN850 구성 추천드립니다. DDR5 메모리 기준에서 하이닉스 IC 칩셋 기반 메모리가 가장 안정성이 높고 호환성이 좋은 부분인데 1개당 32GB 기준이라면 PATRIOT / TeamGroup / SK하이닉스 / ESSENCORE 제품이 하이닉스 IC 칩셋 기반 중에서 100% 하이닉스 기반 유일합니다. 그 외 제품은 기타 IC 칩셋 메모리이니 주의하셔야 합니다. || 안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 호환성 부분에는 문제 없으시며, 회원님 견적 참고하여 PC 견적 구성하였습니다 ^^ 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다."
518,모니터 포함 200만원 게임밍 컴퓨터 견적 부탁 드려요,2024.06.22 09:58,모니터 27인치 주로 하는 게임은 아이온 디아4 3D 온라인 게임 주로 합니다 견적금액은 200만원 정도 생각 합니다. 모니터는 글카 사양에 맞춰서 FHD 나 QHD 정해서 추천 부탁 드려요.,"안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 회원님 예산 참고하여 PC 견적 구성하였습니다 ^^ 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다. || 고려중이신 예산과 사용 용도를 기반으로 조립 서비스까지 포함하여 견적을 구성하였습니다. 이미지 구분 상품명 할인가 판매가 수량 합계 CPU AMD 라이젠5-5세대 7500F (라파엘) (멀티팩(정품)) 194,900원 201,600원 1 194,900원 201,600원 쿨러/튜닝 DEEPCOOL AG400 21,800원 22,500원 1 21,800원 22,500원"
519,서브컴 사려는데 4개중에 뭐가 나을까요,2024.06.22 09:48,"말 그대로 서브컴 용도에 qhd 144hz 모니터에 배그 국민옵션 돌릴 생각이고 예산은 100~120정도 생각중입니다. 5600x + 4060ti, 5600x + rx6800, 7500f + 4060ti, 7500f + rx6800 4개중 뭐가 좋은 선택일까요? 그리고 일일이 부품 사서 조립하는거랑 완본체 사는것중에 뭐가 좋을지도 추천해주세요!",4번 괜찮겠네요. 직접 조립이 가성비가 더 좋아요. || @둘프스 오오..감사합니다!
520,4080super 견적 괜찮나요?,2024.06.22 09:45,,"해당 메인보드의 경우 PCI (그래픽카드 슬롯)이 아래로 한단계 내려와있어서 4080S 이상급 메인보드 사용하신다면 패널선과 간섭이 나실 거라 화이트 보드에 MSI 제품 추천드려봅니다 ^^ 이미지 구분 상품명 할인가 판매가 수량 합계 CPU AMD 라이젠7-5세대 7800X3D (라파엘) (멀티팩(정품)) 545,700원 564,500원 1 545,700원 564,500원 쿨러/튜닝 JONSBO TG-360 ARGB (WHITE) 85,400원 88,300원 1 85,400원 88,300원 || 안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 호환성 부분에는 문제 없이 구성해주셨습니다 ^^ 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다."
521,Cpu 문의 다시 한번 드립니다!,2024.06.22 09:41,"게임과 작업을 같이 할 pc를 구성중인데 게임은 스팀게임 fps 오픈월드를 돌리고 작업은 레빗,3d맥스, 캐드, 루미온, 스케치업 등을 돌리려고 합니다 이때 7800x3d, 7950x3d 둘중 하나를 사용 하려 합니다 7800x3d로도 가능 한가요? 아니면 7950x3d 가 나을까요?",7950x3d로 가시는게 현재 사용하시는 용도에 맞을것 같네요 || 게임의 경우는 7800x3d로 충분하지만 작업의 경우 병행하신다면 7950X 3D 추천드립니다.
522,Cpu 문의 드립니다.,2024.06.22 09:24,"3d 맥스, 캐드, 루미온, 레빗 등등으로 건축설계 용으로 cpu를 보고 있는데 Amd 7800x3d, 7950x3d 중 어떤게 더 나을까요? 7800x3d로도 충분 한가요? 아니면 7950x3d가 나을까요?",7950x3d로 가시는게 현재 사용하시는 용도에 맞을것 같네요 || 게임용이 아니라면 7950X 모델 추천드립니다.
523,안녕하세요 프니 4080s견적좀 봐주실수 있을까요,2024.06.22 09:19,안녕하세요 이번에 타세요를 통해서 4080이 주문해버렸습니다. 조언부탁드립니다 AMD 라이젠7-5세대 7800X3D ASROCK B650M PG Riptide 대원씨티에스 TeamGroup DDRS-5600 CL46 Elite 16g PNY 지포스 RTX 4080 SUPER Verto OX D6X 16GB Triple Fan 마이크론 Crucial T500 M.2 NVMe 대원씨티에스 (1TB) 케이스 미정 NEWZEN SKULL 850SM MODULAR ATX 3.0 80PLUS GOLD (PCIE5) Thermalright Peerless Assassin 120 SE 11E 이 정도로 가도 무난 할까요? 그리고 케이스 쿨링 괜찮고 빛이 많이 안나는 케이스 추천 부탁드려도될까요? 안에 안보여도됩니다,안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 회원님 견적 참고하여 PC 견적 구성하였습니다 ^^ 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다. || 케이스는 dlx 21 과 같은 케이스 사용하면 거의 물리적인 간섭 문제는 없습니다.
524,컴퓨터가 자꾸 멈춰요 도와주세요,2024.06.22 08:34,안녕하세요 좀 도와주시겠어요? 다름이 아니라 첫째 아들 (셋째까지 있음ㅋㅋ) (거의 유일한 자랑- 다둥이 아빠) 컴퓨터가 자꾸 멈추는 거예요. 멈추고나서 재부팅하면 부팅도 제대로 안되고 아들 말로는 5분 이상 기다려야 한다고 하더라구요 CPUID로 보니까 이렇게 나오는데요.. 메인보드 온도의 문제로 프리징의 원인인게 맞을까요? 저는 어제 새벽에 저장장치의 문제인가? 하고 SSD랑 HDD가 있는데 C드라이브에 SSD가 있거든요. HDD만 연결해놓고 Windows를 다시 설치했는데도 문제가 발생하더라구요. 그래서 메인보드를 의심하고 CPUID를 보니까 온도가 저렇게 높게 나왔어요. 제가 생각한게 맞을까요? 혹시 해결 방법이 있을까요? 만약 메인보드를 교체해야 한다면 어떤 걸로 메인보드로 교체해야 하는지 알려주시면 너무 감사할 것 같습니다 . ㅜ.ㅜ 조금만 도와주시면 세 아이 키우느라 고군분투하는 아빠가 참 감사한 마음 오랫동안 가져가도록 하겠습니다 ㅜ.ㅜ 추가.- 인터넷에 다른 글을 보면 저 부분은 온도센서가 없다고 잘못 측정된거라고 나오더라구요,스샷에 온도는 문제가 없어보이는데 냅두면 점점 온도가 올라가거나 하면 쿨러 문제 일 수 도 있겠네요 || 잠깐 봤을때는 전원부 문제같긴 합니다
525,5600 견적 부탁드립니다,2024.06.22 06:04,하나 궁금한게 있는데 rx6600 아직도 호환성에 문제가 좀 있나요?? 가성비로는 6600넣어 주고 싶은데 불안해서 4060 넣었습니다. (6600xt는 신품이 없어서 안넣었습니다),사제 쿨러 고려하신다면 paladin 400 위 제품이 가성비가 좋으니 추천드립니다. || 안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 구성부분에는 문제 없으신 것으로 보입니다 ^^ 회원님 견적 참고하여 PC 견적 구성하였습니다. 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다.
526,컴이 안켜집니다.,2024.06.22 05:07,"새컴인데 사진처럼 저부분 건드린이후로 부팅이 안됩니다. 쿨러 글카 마우스,모니터 다불이들어오는데 화면이안나오는 상황입니다. 모니터는 노트북연결해보니 잘나오고요. 어떻게하면좋을까요?",수은전지 제거 후 5분 ~ 10분정도 있다가 재부팅해보세요~~ || 바이오스 초기화 하면 될것 같네요 전원케이블 뺀상태에서 수은전지 뻇다가 5분뒤 재장착
527,컴알못 pc방 세팅 질문입니다 ㅠㅠ,2024.06.22 03:37,1번째 pc방 사진처럼 hacker 사운드바 구매해서 똑같이 세팅하고싶습니다... 근데 괜히 삿다가 길이가 너무크거나 안맞으면은 어카죠 ㅠㅠ 부탁드립니다...,이건 뭐 사진만 봐서는 모르겠네요 줄자로 자세한사이즈 측정해서 사운드바 제원표 보고 구매하셔야 하겠죠? || 이건 뭐 사진만 봐서는 모르겠네요 줄자로 자세한사이즈 측정해서 사운드바 제원표 보고 구매하셔야 하겠죠?
528,게임용 + 영상 편집용,2024.06.22 02:02,게임은 주로 배틀그라운드 하고 영상 편집자로 일을 하고 있습니다 메인 보드 호환 때문에 부품 하나 업그레이드 시키면 다 업그레이드를 시켜야 해서 시키는 김에 하나 다시 맞출까 생각 중입니다 어느정도 사양이 괜찮을까요? 예산은 최대 200까지 생각하고 있습니다,"안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 회원님 요청사항 참고하여 PC 견적 구성하였습니다. 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다. || 영상편집까지 고려하신다면 14600K 기반으로 견적서 송부해드립니다. 이미지 구분 상품명 할인가 판매가 수량 합계 CPU 인텔 코어i5-14세대 14600K (랩터레이크 리프레시) (정품) 416,500원 430,800원 1 416,500원 430,800원 쿨러/튜닝 darkFlash NEBULA DN-360 ARGB (블랙) 80,800원 83,500원 1 80,800원 83,500원"
529,컴린이 조립중인데 이 usb케이블 이거 둘중에 어디다 연결해야 하나요 ㅠㅠ,2024.06.22 01:48,,보통 한개만 있긴한데 이 보드는 3.0 포트가 2개다 있네요 그래도 위에쪽에 연결하시는게 편하실거에요 || 위에다가 꼽으셔야 합니다. 밑에는 sata포트같고요...
530,PC 견적 확인 부탁드립니다!,2024.06.22 01:10,"사용 용도는 게임(AAA 게임), 3D 모델링이고 모니터 QHD 165Hz 사용 예정입니다 본체 가격대는 300 이하로 생각하고 있습니다 CPU : AMD 라이젠7-5세대 7800X3D 쿨러 : NOCTUA NH-D15 chromax.black 메인보드 : MSI MAG B650 토마호크 WIFI 상품 이미지 MSI MAG B650 토마호크 WIFI 메모리 : SK하이닉스 DDR5-5600 (16GB) x2 그래픽카드 : 갤럭시 GALAX 지포스 RTX 4070 Ti SUPER EX GAMER WHITE OC D6X 16GB SSD : SK하이닉스 Gold P31 M.2 NVMe (1TB) 케이스 : 아이구주 PRAY 30 PLUS (블랙) 파워 : 시소닉 NEW FOCUS GX-1000 GOLD 풀모듈러 ATX3.0 그래픽카드랑 파워는 세일때 미리 구매해둬서 고정으로 들고갈거 같습니다. 성능이나 가격적인 면에서 변경할 점 있으면 피드백 부탁드립니다 감사합니다!","케이스가 좀 작을 수 있어서 좀 더 넉넉한걸 고려하시는게 좋을것 같습니다. || 케이스의 경우도 좀 더 큰사이즈로 구성하시는 걸 추천드리고 싶네요.! PCIe 3.0 기반인 P31 구성보단 성능 좋은 PCIe 4.0 기반인 WD BLACK SN850 구성 추천드립니다. 이미지 구분 상품명 할인가 판매가 수량 합계 CPU AMD 라이젠7-5세대 7800X3D (라파엘) (멀티팩(정품)) 545,700원 564,500원 1 545,700원 564,500원"
531,업그레이드 이대로 괜찮을까요?!,2024.06.22 01:09,AMD 라이젠 5800x(공랭) MPG B550 게이밍 플러스 32G램 DDR4 3200 RTX 3070 엔텍 파워 750 W DLX21 RGB MESH 강화유리 블랙 현재 사양이 이 정도인데 4070ti 슈퍼 그래픽 카드만 교체하고 싶은데 바꿔도 이상없을까요?,크게 문제는 없어보이는 구성인데요 이대로 가셔야 한다면 가셔도 될것같네요 || 고해상도가 아닌 이상 병목이 생길 수 있기 때문에 cpu 업그레이드도 고려해 보셔야 할 듯 합니다...
532,새로운 컴 구매시 기존거는 다들 판매하시나요?,2024.06.22 00:15,새로운 컴퓨터 알아보고 있는데 지금 고민중 하나가 조립컴 회사에서 조립컴퓨터 구매후 필요한 제품만 빼서 업그레이드 후 필요한 제품만 사용후 필요 없는 제품은 중고로 판매할 생각인데 그냥 개별 구매 하는게 더 저렴하려나요?,조립이 가능하시면 최저가 드래곤볼 하는게 저렴합니다. 아니시면 저희 아싸컴이 가격은 괜찮은 편인데 한번 사이트 내방 해주실수 있나요? ㅎㅎ || 조립하실 줄 안다면 개별 구매하세요. 그게 더 저렴해요.
533,14600K + 1070TI 견적입니다.,2024.06.22 00:12,14600K 공랭 괜찮을까요? 많은 조언 부탁드립니다.,안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 수냉쿨러 기반 구성을 추천드립니다 ^^ 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능합니다. # 피씨팩토리 실시간 카카오톡 상담 이동 # └ https://pf.kakao.com/_Rzxcxal/chat || Z보드 쓰시고 게임만 하신다면 크게 문제는 없을듯 싶습니다. 작업의 경우는 발열이 좀 있다 보니 수냉쿨러 사용을 권장드리고 싶습니다. 3RSYS Socoool RC1900 ARGB 솔더링 (BLACK) 신제품의 경우 TDP 280W 까지 커버 가능하여 해당 제품 추천드려봅니다 . DDR5 메모리 기준 하이닉스 칩셋을 사용한 메모리가 불량률도 낮고 호환성이 좋으며 안정성도 높은 부분이라 SK하이닉스 칩셋을 사용한 ESSENCORE / PATRIOT / TeamGroup / GEIL (SK하이닉스 선별 제품)사 메모리로 구성하시는 편을 추천드립니다.
534,안녕하세요 쿨러가 꼭 필요할까요??,2024.06.22 00:01,"해당 견적으로 컴퓨터를 맞춰보려고 합니다. 추가로 그래픽카드는 갤럭시 보이 4070super white모델 구매 후 직접 조립 예정이고요! 컴퓨터를 맞춰보는게 처음이라 잘 몰라서 그러는데 해당 케이스에도 쿨러가 장착되어있다고 나오는데 공랭?? 수냉 쿨러들은 7500f 급 cpu에도 필수로 달아서 써야할까요?? 만약 써야한다면 다른분들 글 보면 딥쿨?? 이라는 브랜드를 많이 쓰시던데 그정도 제품이면 될까요?? 컴퓨터 사용용도는 배그, 피파, 롤 정도입니다.",Thermalright Peerless Assassin 120 SE WHITE ARGB 서린 해당 제품 추천드립니다. || 안녕하세요 아싸컴입니다:) ddr5 5600급 이상 메모리 호환 이슈로인해 안정성및 호환성에 적합한 sk하이닉스 제조사 제품 추천드립니다.
535,최종 견적 전 질문,2024.06.21 23:59,230+-10 발로란트 주 게임 / 좋은 성능 원합니다. 견적 받은대로 정리해봤는데 메모리 질문있습니다. adata xpg ddr5-6000 cl30 lancer blade TeamGroup DDR5-5600 CL46 Elite 서린 두 제품 다른점이랑 어떤 제품이 더 괜찮은지 추천해주시면 감사드리겠습니다.,"안녕하세요 아싸컴입니다:) ddr5 5600급 이상 메모리 호환 이슈로인해 안정성및 호환성에 적합한 sk하이닉스 제조사 제품 추천드립니다. || 고려중이신 예산과 사용 용도를 기반으로 조립 서비스까지 포함하여 견적을 구성하였습니다. 이미지 구분 상품명 할인가 판매가 수량 합계 CPU AMD 라이젠7-5세대 7800X3D (라파엘) (멀티팩(정품)) 545,700원 564,500원 1 545,700원 564,500원 쿨러/튜닝 Thermalright Peerless Assassin 120 SE ARGB 서린 41,200원 42,600원 1 41,200원 42,600원"
536,질문 - msi z270 pc mate,2024.06.21 23:54,msi z270 pc mate 보드에 현재 i7 7700 가 장착 되어있는데 다른 cpu 장착이 되나요???,1151소켓은 6세대 7세대만 지원하는데요 현재로써는 업그레이드 할게 더 없어보이네요 || 1151소켓은 6세대 7세대만 지원하는데요 현재로써는 업그레이드 할게 더 없어보이네요
537,783d 4080s 견적 좀 봐주실 수 있을까요?,2024.06.21 23:34,쿠거 fv270에 꽂혀서 짜봤습니다 호환성 체크에서 케이스가 미들로 분류되어 들어가지 않을거라고 나오긴 하는데 아마 케이스 표기 스펙상 충분히 들어가고도 남을 것 같기는 합니다 다만 회전 진열대 피규어와의 간섭이 있느냐 없느냐를 봐야할 것 같은데 케이스가 출시된지 얼마 되지 않아 표본이 압도적으로 부족하네요 아무튼 해당 구성에서 조금 걸리는 부분이 1. 램은 화이트 색상에서 적당히 눈에 들어오는거 넣었는데 괜찮은 모델 있을까요? 2. 어항치고는 쿨링 괜찮은 편이라고 듣기는 했는데 그래도 혹시 모르니 수랭으로 가는게 좋을까요? 3. 데스크탑 조립 e5200 울프데일 시절 이후로 안 해봤는데 잘 할 수 있을까요?(중요) 부품들이 바뀌어도 너무 많이 바뀌어서 불안하네요 조언 좀 부탁드립니다,"안녕하세요, 신뢰을 조립하는 컴퓨티파이 입니다! 고민 중이신 견적 확인하였습니다. 컴퓨터를 정말 좋아해서 모인 컴퓨티파이답게 내가 집에서 사용할 피씨 조립한다는 생각으로 하나씩 조립해가고 있습니다 RGB 없는 화이트가 찐 이죠 고려 중이신 예산으로 사용 용도를 견적을 구성하였습니다. 고민 해보시구 언제든 카톡 주시면 친절하게 안내 드리겠습니다! 이미지 카테고리 상품명 수량 가격 합계 || To. Papercat 님 안녕하세요. 견적 구성은 굉장히 잘 하셨습니다. 다만 수정할 부분이 있어서 해당 부분을 보완하시는 편을 권장드리고싶어용 화이트 감성에 잘 어울릴 수 있도록 일부 부품을 화이트 제품으로 약간 수정하였습니다 구매에 참고해주시구요, 비슷한 금액대에서 더 좋고 안정적인 제품으로 살짝 수정하시는 편을 추천드리다보니 제품 일부분을 약간 변경하였습니다! 구매 고려중이신 CPU쿨러는 CPU에 비해 조금 더 높게 잡혀있다 보여집니다, 추가하신 제품보다 체급을 조금 더 낮춰 구성하여도 충분히 안정적으로 사용이 가능하다보니 추후에 CPU 등 업그레이드를 고려하여 일부러 체급을 높게 잡으신 경우가 아니라면 낮춰 구성하여도 무방하셔요"
538,마지막 견적 확인 도와주세요..,2024.06.21 23:25,CPU와 그래픽카드 제외 다 가지고 있는 제품입니다. CPU 3500x -> 5600 그래픽카드 1660s ->4060 정도로 업그레이드해서 사용할까하는데. 이 정도면 체감 정도가 클까요? 주로 디아블로 롤 스팀게임 가끔 정도 하고 있습니다. 모니터는 LG24GN600 사용 중입니다.,구성에 큰 문제는 없어보이네요 새컴퓨터 장만 축하드려요~ || 구성에 큰 문제는 없어보이네요 새컴퓨터 장만 축하드려요~
